block_time,blockchain,total,attested_schemas,unique_attesters,unique_recipients
2024-05-22 00:00:00.000 UTC,polygon,8,1,1,8
2024-05-23 00:00:00.000 UTC,arbitrum,5,5,5,5
2024-05-23 00:00:00.000 UTC,base,1532,6,4,1146
2024-05-23 00:00:00.000 UTC,optimism,199,13,17,37
2024-05-23 00:00:00.000 UTC,polygon,10,1,1,10
2024-05-24 00:00:00.000 UTC,arbitrum,4,2,2,3
2024-05-24 00:00:00.000 UTC,base,1411,8,5,996
2024-05-24 00:00:00.000 UTC,optimism,244,13,23,42
2024-05-24 00:00:00.000 UTC,polygon,18,1,1,18
2024-05-24 00:00:00.000 UTC,scroll,3,1,1,1
2024-05-25 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-05-25 00:00:00.000 UTC,base,1166,5,5,869
2024-05-25 00:00:00.000 UTC,optimism,123,11,17,30
2024-05-25 00:00:00.000 UTC,polygon,8,1,1,8
2024-05-26 00:00:00.000 UTC,base,1199,9,6,845
2024-05-26 00:00:00.000 UTC,celo,1,1,1,1
2024-05-26 00:00:00.000 UTC,optimism,50,8,13,33
2024-05-26 00:00:00.000 UTC,polygon,4,1,1,4
2024-05-27 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-05-27 00:00:00.000 UTC,base,1196,7,5,851
2024-05-27 00:00:00.000 UTC,optimism,128,17,20,49
2024-05-27 00:00:00.000 UTC,polygon,9,1,1,9
2024-05-27 00:00:00.000 UTC,scroll,1,1,1,1
2024-05-28 00:00:00.000 UTC,arbitrum,14,4,6,8
2024-05-28 00:00:00.000 UTC,base,1158,7,3,838
2024-05-28 00:00:00.000 UTC,optimism,129,11,16,34
2024-05-28 00:00:00.000 UTC,polygon,7,1,1,7
2024-05-28 00:00:00.000 UTC,scroll,1,1,1,1
2024-05-29 00:00:00.000 UTC,arbitrum,7,4,4,4
2024-05-29 00:00:00.000 UTC,base,2171,7,3,1346
2024-05-29 00:00:00.000 UTC,optimism,190,15,34,57
2024-05-29 00:00:00.000 UTC,polygon,4,1,1,4
2024-05-29 00:00:00.000 UTC,scroll,2,2,2,2
2024-05-30 00:00:00.000 UTC,arbitrum,7,3,3,5
2024-05-30 00:00:00.000 UTC,base,2637,8,4,1970
2024-05-30 00:00:00.000 UTC,celo,4,2,2,2
2024-05-30 00:00:00.000 UTC,ethereum,2,2,2,1
2024-05-30 00:00:00.000 UTC,optimism,196,14,43,77
2024-05-30 00:00:00.000 UTC,polygon,4,2,2,3
2024-05-30 00:00:00.000 UTC,scroll,1,1,1,1
2024-05-31 00:00:00.000 UTC,arbitrum,12,3,5,7
2024-05-31 00:00:00.000 UTC,base,5291,8,5,3317
2024-05-31 00:00:00.000 UTC,celo,3,1,1,2
2024-05-31 00:00:00.000 UTC,optimism,137,19,36,59
2024-05-31 00:00:00.000 UTC,polygon,8,2,2,7
2024-06-01 00:00:00.000 UTC,arbitrum,3,2,2,3
2024-06-01 00:00:00.000 UTC,base,14041,6,7,5647
2024-06-01 00:00:00.000 UTC,optimism,50,8,12,27
2024-06-01 00:00:00.000 UTC,polygon,2,1,1,2
2024-06-01 00:00:00.000 UTC,scroll,3,2,3,3
2024-06-02 00:00:00.000 UTC,arbitrum,13,3,2,9
2024-06-02 00:00:00.000 UTC,base,13707,8,6,5364
2024-06-02 00:00:00.000 UTC,optimism,64,11,13,34
2024-06-03 00:00:00.000 UTC,arbitrum,16,2,3,15
2024-06-03 00:00:00.000 UTC,base,16251,11,7,6058
2024-06-03 00:00:00.000 UTC,celo,4,2,2,2
2024-06-03 00:00:00.000 UTC,optimism,160,14,18,47
2024-06-04 00:00:00.000 UTC,arbitrum,13,4,4,13
2024-06-04 00:00:00.000 UTC,base,10653,10,5,5924
2024-06-04 00:00:00.000 UTC,optimism,311,10,33,52
2024-06-04 00:00:00.000 UTC,polygon,1,1,1,1
2024-06-05 00:00:00.000 UTC,arbitrum,20,5,8,10
2024-06-05 00:00:00.000 UTC,base,5617,9,6,3789
2024-06-05 00:00:00.000 UTC,celo,2,1,1,1
2024-06-05 00:00:00.000 UTC,optimism,432,17,35,43
2024-06-05 00:00:00.000 UTC,polygon,5,1,1,5
2024-06-05 00:00:00.000 UTC,scroll,10,1,4,4
2024-06-06 00:00:00.000 UTC,arbitrum,7,3,3,4
2024-06-06 00:00:00.000 UTC,base,5917,10,8,4527
2024-06-06 00:00:00.000 UTC,optimism,493,19,42,46
2024-06-06 00:00:00.000 UTC,polygon,21,1,1,21
2024-06-06 00:00:00.000 UTC,scroll,4,2,3,2
2024-06-07 00:00:00.000 UTC,arbitrum,6,3,3,3
2024-06-07 00:00:00.000 UTC,base,5707,16,10,4418
2024-06-07 00:00:00.000 UTC,optimism,154,15,36,49
2024-06-07 00:00:00.000 UTC,polygon,4,1,1,4
2024-06-08 00:00:00.000 UTC,arbitrum,3,3,3,2
2024-06-08 00:00:00.000 UTC,base,4997,13,7,3877
2024-06-08 00:00:00.000 UTC,optimism,24,9,8,20
2024-06-08 00:00:00.000 UTC,polygon,3,1,1,3
2024-06-09 00:00:00.000 UTC,arbitrum,4,1,1,4
2024-06-09 00:00:00.000 UTC,base,4730,5,3,3695
2024-06-09 00:00:00.000 UTC,optimism,34,9,17,32
2024-06-09 00:00:00.000 UTC,polygon,5,1,1,5
2024-06-10 00:00:00.000 UTC,arbitrum,6,4,4,5
2024-06-10 00:00:00.000 UTC,base,4540,15,10,3595
2024-06-10 00:00:00.000 UTC,celo,1,1,1,1
2024-06-10 00:00:00.000 UTC,optimism,66,13,30,46
2024-06-10 00:00:00.000 UTC,polygon,14,1,1,14
2024-06-11 00:00:00.000 UTC,arbitrum,4,2,3,2
2024-06-11 00:00:00.000 UTC,base,4401,10,7,3444
2024-06-11 00:00:00.000 UTC,celo,4,2,3,3
2024-06-11 00:00:00.000 UTC,optimism,45,9,11,27
2024-06-11 00:00:00.000 UTC,polygon,17,1,1,17
2024-06-12 00:00:00.000 UTC,arbitrum,15,4,6,9
2024-06-12 00:00:00.000 UTC,base,3875,8,7,3023
2024-06-12 00:00:00.000 UTC,celo,1,1,1,1
2024-06-12 00:00:00.000 UTC,optimism,65,14,24,46
2024-06-12 00:00:00.000 UTC,polygon,3,2,2,3
2024-06-13 00:00:00.000 UTC,arbitrum,5,3,3,4
2024-06-13 00:00:00.000 UTC,base,4184,7,5,3037
2024-06-13 00:00:00.000 UTC,celo,1,1,1,1
2024-06-13 00:00:00.000 UTC,optimism,67,13,25,49
2024-06-13 00:00:00.000 UTC,polygon,5,1,1,5
2024-06-13 00:00:00.000 UTC,scroll,2,1,1,2
2024-06-14 00:00:00.000 UTC,arbitrum,4,2,3,4
2024-06-14 00:00:00.000 UTC,base,3067,11,9,2325
2024-06-14 00:00:00.000 UTC,ethereum,3,2,2,2
2024-06-14 00:00:00.000 UTC,optimism,74,12,29,60
2024-06-14 00:00:00.000 UTC,polygon,1,1,1,1
2024-06-14 00:00:00.000 UTC,scroll,29,1,10,13
2024-06-15 00:00:00.000 UTC,base,2997,9,8,2345
2024-06-15 00:00:00.000 UTC,optimism,36,10,16,34
2024-06-15 00:00:00.000 UTC,polygon,8,1,1,8
2024-06-16 00:00:00.000 UTC,arbitrum,2,1,2,2
2024-06-16 00:00:00.000 UTC,base,2506,6,4,1865
2024-06-16 00:00:00.000 UTC,ethereum,1,1,1,1
2024-06-16 00:00:00.000 UTC,optimism,51,9,20,39
2024-06-16 00:00:00.000 UTC,polygon,6,1,1,6
2024-06-16 00:00:00.000 UTC,scroll,1,1,1,1
2024-06-17 00:00:00.000 UTC,arbitrum,34,2,8,7
2024-06-17 00:00:00.000 UTC,base,2502,10,10,1851
2024-06-17 00:00:00.000 UTC,optimism,74,15,31,58
2024-06-17 00:00:00.000 UTC,scroll,8,1,4,3
2024-06-18 00:00:00.000 UTC,arbitrum,13,4,7,6
2024-06-18 00:00:00.000 UTC,base,2187,11,10,1591
2024-06-18 00:00:00.000 UTC,optimism,64,7,20,50
2024-06-18 00:00:00.000 UTC,polygon,9,1,1,9
2024-06-18 00:00:00.000 UTC,scroll,4,1,2,2
2024-06-19 00:00:00.000 UTC,arbitrum,7,3,3,5
2024-06-19 00:00:00.000 UTC,base,1920,10,10,1343
2024-06-19 00:00:00.000 UTC,celo,2,1,1,1
2024-06-19 00:00:00.000 UTC,optimism,55,12,22,45
2024-06-19 00:00:00.000 UTC,polygon,8,1,1,8
2024-06-19 00:00:00.000 UTC,scroll,2,1,2,1
2024-06-20 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-06-20 00:00:00.000 UTC,base,1842,13,11,1274
2024-06-20 00:00:00.000 UTC,optimism,66,12,16,49
2024-06-20 00:00:00.000 UTC,polygon,1,1,1,1
2024-06-20 00:00:00.000 UTC,scroll,5,2,4,3
2024-06-21 00:00:00.000 UTC,arbitrum,8,3,4,6
2024-06-21 00:00:00.000 UTC,base,1674,13,10,1092
2024-06-21 00:00:00.000 UTC,celo,3,1,3,1
2024-06-21 00:00:00.000 UTC,optimism,77,15,30,61
2024-06-21 00:00:00.000 UTC,polygon,1,1,1,1
2024-06-21 00:00:00.000 UTC,scroll,7,1,4,4
2024-06-22 00:00:00.000 UTC,arbitrum,9,3,3,6
2024-06-22 00:00:00.000 UTC,base,1897,11,9,1364
2024-06-22 00:00:00.000 UTC,optimism,38,7,11,38
2024-06-22 00:00:00.000 UTC,scroll,1,1,1,1
2024-06-23 00:00:00.000 UTC,arbitrum,3,1,1,2
2024-06-23 00:00:00.000 UTC,base,1770,14,11,1286
2024-06-23 00:00:00.000 UTC,optimism,45,10,17,38
2024-06-23 00:00:00.000 UTC,polygon,1,1,1,1
2024-06-24 00:00:00.000 UTC,arbitrum,485,3,3,4
2024-06-24 00:00:00.000 UTC,base,3783,14,11,2339
2024-06-24 00:00:00.000 UTC,celo,27,1,1,17
2024-06-24 00:00:00.000 UTC,optimism,77,10,25,69
2024-06-24 00:00:00.000 UTC,polygon,4,1,1,4
2024-06-24 00:00:00.000 UTC,scroll,3,2,2,2
2024-06-25 00:00:00.000 UTC,arbitrum,622,5,5,8
2024-06-25 00:00:00.000 UTC,base,3554,22,17,2256
2024-06-25 00:00:00.000 UTC,optimism,171,17,88,108
2024-06-25 00:00:00.000 UTC,polygon,6,1,1,6
2024-06-25 00:00:00.000 UTC,scroll,2,1,1,2
2024-06-26 00:00:00.000 UTC,arbitrum,9,4,4,5
2024-06-26 00:00:00.000 UTC,base,3382,15,9,2194
2024-06-26 00:00:00.000 UTC,optimism,102,15,51,72
2024-06-26 00:00:00.000 UTC,polygon,22,2,2,20
2024-06-27 00:00:00.000 UTC,arbitrum,5,2,2,4
2024-06-27 00:00:00.000 UTC,base,3037,7,5,1855
2024-06-27 00:00:00.000 UTC,ethereum,2,2,1,2
2024-06-27 00:00:00.000 UTC,optimism,82,16,35,71
2024-06-27 00:00:00.000 UTC,polygon,13,2,2,13
2024-06-27 00:00:00.000 UTC,scroll,1,1,1,1
2024-06-28 00:00:00.000 UTC,arbitrum,12,2,3,2
2024-06-28 00:00:00.000 UTC,base,2293,9,9,1473
2024-06-28 00:00:00.000 UTC,celo,4,2,2,2
2024-06-28 00:00:00.000 UTC,optimism,83,16,42,54
2024-06-28 00:00:00.000 UTC,polygon,4,2,2,4
2024-06-28 00:00:00.000 UTC,scroll,3,2,3,3
2024-06-29 00:00:00.000 UTC,arbitrum,15,4,9,8
2024-06-29 00:00:00.000 UTC,base,1613,6,4,1072
2024-06-29 00:00:00.000 UTC,celo,3,1,3,1
2024-06-29 00:00:00.000 UTC,optimism,46,10,24,29
2024-06-30 00:00:00.000 UTC,arbitrum,21,3,11,10
2024-06-30 00:00:00.000 UTC,base,1528,21,19,904
2024-06-30 00:00:00.000 UTC,ethereum,1,1,1,1
2024-06-30 00:00:00.000 UTC,optimism,33,8,19,26
2024-06-30 00:00:00.000 UTC,polygon,1,1,1,1
2024-07-01 00:00:00.000 UTC,arbitrum,12,3,2,12
2024-07-01 00:00:00.000 UTC,base,1926,34,30,1236
2024-07-01 00:00:00.000 UTC,celo,9,1,4,3
2024-07-01 00:00:00.000 UTC,optimism,97,15,32,42
2024-07-01 00:00:00.000 UTC,polygon,2,1,1,2
2024-07-01 00:00:00.000 UTC,scroll,2,1,1,2
2024-07-02 00:00:00.000 UTC,arbitrum,10,2,4,6
2024-07-02 00:00:00.000 UTC,base,1703,13,10,1107
2024-07-02 00:00:00.000 UTC,celo,2,1,1,1
2024-07-02 00:00:00.000 UTC,optimism,118,16,37,56
2024-07-02 00:00:00.000 UTC,polygon,2,1,1,2
2024-07-02 00:00:00.000 UTC,scroll,1,1,1,1
2024-07-03 00:00:00.000 UTC,arbitrum,11,4,4,8
2024-07-03 00:00:00.000 UTC,base,1733,11,9,1120
2024-07-03 00:00:00.000 UTC,celo,4,1,2,2
2024-07-03 00:00:00.000 UTC,optimism,43,11,33,35
2024-07-03 00:00:00.000 UTC,polygon,1,1,1,1
2024-07-04 00:00:00.000 UTC,arbitrum,35,3,8,10
2024-07-04 00:00:00.000 UTC,base,1530,15,13,995
2024-07-04 00:00:00.000 UTC,optimism,80,15,32,32
2024-07-05 00:00:00.000 UTC,arbitrum,27,5,4,17
2024-07-05 00:00:00.000 UTC,base,1757,18,17,1227
2024-07-05 00:00:00.000 UTC,optimism,80,15,29,45
2024-07-05 00:00:00.000 UTC,scroll,2,1,1,2
2024-07-06 00:00:00.000 UTC,arbitrum,9,3,3,5
2024-07-06 00:00:00.000 UTC,base,1432,10,11,974
2024-07-06 00:00:00.000 UTC,optimism,56,10,24,35
2024-07-07 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-07-07 00:00:00.000 UTC,base,2270,16,15,1157
2024-07-07 00:00:00.000 UTC,optimism,72,7,17,30
2024-07-07 00:00:00.000 UTC,polygon,3,1,1,3
2024-07-08 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-07-08 00:00:00.000 UTC,base,1713,13,16,1179
2024-07-08 00:00:00.000 UTC,celo,1,1,1,1
2024-07-08 00:00:00.000 UTC,optimism,126,11,26,44
2024-07-08 00:00:00.000 UTC,polygon,6,1,1,6
2024-07-08 00:00:00.000 UTC,scroll,4,1,2,1
2024-07-09 00:00:00.000 UTC,arbitrum,11,5,4,9
2024-07-09 00:00:00.000 UTC,base,1908,12,11,1290
2024-07-09 00:00:00.000 UTC,optimism,85,13,27,47
2024-07-09 00:00:00.000 UTC,polygon,2,1,1,2
2024-07-10 00:00:00.000 UTC,arbitrum,21,3,6,7
2024-07-10 00:00:00.000 UTC,base,1658,14,17,1098
2024-07-10 00:00:00.000 UTC,optimism,90,17,53,69
2024-07-10 00:00:00.000 UTC,polygon,6,1,1,6
2024-07-11 00:00:00.000 UTC,arbitrum,12,4,5,6
2024-07-11 00:00:00.000 UTC,base,1747,14,16,1120
2024-07-11 00:00:00.000 UTC,optimism,70,14,35,51
2024-07-11 00:00:00.000 UTC,polygon,4,1,1,4
2024-07-12 00:00:00.000 UTC,arbitrum,4,2,2,4
2024-07-12 00:00:00.000 UTC,base,1992,10,8,1333
2024-07-12 00:00:00.000 UTC,ethereum,2,2,2,2
2024-07-12 00:00:00.000 UTC,optimism,109,18,40,57
2024-07-12 00:00:00.000 UTC,polygon,1,1,1,1
2024-07-13 00:00:00.000 UTC,arbitrum,2,2,2,2
2024-07-13 00:00:00.000 UTC,base,1924,7,5,1252
2024-07-13 00:00:00.000 UTC,celo,1,1,1,1
2024-07-13 00:00:00.000 UTC,optimism,118,15,23,35
2024-07-14 00:00:00.000 UTC,arbitrum,9,3,4,3
2024-07-14 00:00:00.000 UTC,base,1576,8,6,1006
2024-07-14 00:00:00.000 UTC,optimism,62,16,24,36
2024-07-14 00:00:00.000 UTC,scroll,58185,1,17157,42602
2024-07-15 00:00:00.000 UTC,base,1814,9,9,1167
2024-07-15 00:00:00.000 UTC,optimism,130,15,61,79
2024-07-15 00:00:00.000 UTC,polygon,99,1,1,99
2024-07-15 00:00:00.000 UTC,scroll,108978,3,17573,82781
2024-07-16 00:00:00.000 UTC,base,1937,8,7,1183
2024-07-16 00:00:00.000 UTC,optimism,187,15,55,62
2024-07-16 00:00:00.000 UTC,polygon,60,1,1,60
2024-07-16 00:00:00.000 UTC,scroll,81672,2,20132,57994
2024-07-17 00:00:00.000 UTC,arbitrum,6,2,4,3
2024-07-17 00:00:00.000 UTC,base,2181,10,9,1455
2024-07-17 00:00:00.000 UTC,celo,2,1,1,1
2024-07-17 00:00:00.000 UTC,ethereum,1,1,1,1
2024-07-17 00:00:00.000 UTC,optimism,580,14,86,109
2024-07-17 00:00:00.000 UTC,polygon,32,1,1,32
2024-07-17 00:00:00.000 UTC,scroll,64638,2,15093,45624
2024-07-18 00:00:00.000 UTC,arbitrum,27,2,8,4
2024-07-18 00:00:00.000 UTC,base,2259,8,6,1455
2024-07-18 00:00:00.000 UTC,optimism,157,18,29,54
2024-07-18 00:00:00.000 UTC,polygon,22,1,1,22
2024-07-18 00:00:00.000 UTC,scroll,57800,7,10413,40105
2024-07-19 00:00:00.000 UTC,arbitrum,11,2,4,4
2024-07-19 00:00:00.000 UTC,base,1966,15,12,1351
2024-07-19 00:00:00.000 UTC,optimism,77,17,25,44
2024-07-19 00:00:00.000 UTC,polygon,2,1,1,2
2024-07-19 00:00:00.000 UTC,scroll,50080,9,9697,33188
2024-07-20 00:00:00.000 UTC,arbitrum,13,5,5,8
2024-07-20 00:00:00.000 UTC,base,2140,8,10,1597
2024-07-20 00:00:00.000 UTC,optimism,55,10,14,38
2024-07-20 00:00:00.000 UTC,polygon,8,1,1,8
2024-07-20 00:00:00.000 UTC,scroll,42210,4,7944,27689
2024-07-21 00:00:00.000 UTC,arbitrum,5,2,4,3
2024-07-21 00:00:00.000 UTC,base,2191,7,5,1622
2024-07-21 00:00:00.000 UTC,optimism,54,11,16,29
2024-07-21 00:00:00.000 UTC,polygon,7,1,1,7
2024-07-21 00:00:00.000 UTC,scroll,38598,5,6847,24075
2024-07-22 00:00:00.000 UTC,arbitrum,11,3,6,6
2024-07-22 00:00:00.000 UTC,base,2130,8,6,1503
2024-07-22 00:00:00.000 UTC,optimism,66,14,19,44
2024-07-22 00:00:00.000 UTC,polygon,5,1,1,5
2024-07-22 00:00:00.000 UTC,scroll,32252,2,5869,20247
2024-07-23 00:00:00.000 UTC,arbitrum,1,1,1,1
2024-07-23 00:00:00.000 UTC,base,2575,6,5,1843
2024-07-23 00:00:00.000 UTC,celo,1,1,1,1
2024-07-23 00:00:00.000 UTC,ethereum,1,1,1,1
2024-07-23 00:00:00.000 UTC,optimism,79,14,22,38
2024-07-23 00:00:00.000 UTC,polygon,17,1,1,17
2024-07-23 00:00:00.000 UTC,scroll,38366,4,12900,24228
2024-07-24 00:00:00.000 UTC,arbitrum,17,4,6,6
2024-07-24 00:00:00.000 UTC,base,2164,9,6,1491
2024-07-24 00:00:00.000 UTC,optimism,134,15,22,95
2024-07-24 00:00:00.000 UTC,polygon,8,1,1,8
2024-07-24 00:00:00.000 UTC,scroll,44205,3,16166,28094
2024-07-25 00:00:00.000 UTC,arbitrum,20,3,7,6
2024-07-25 00:00:00.000 UTC,base,2426,9,8,1780
2024-07-25 00:00:00.000 UTC,celo,6,2,2,2
2024-07-25 00:00:00.000 UTC,optimism,74,14,16,34
2024-07-25 00:00:00.000 UTC,polygon,3,1,1,3
2024-07-25 00:00:00.000 UTC,scroll,36031,4,11072,21517
2024-07-26 00:00:00.000 UTC,arbitrum,20,2,4,7
2024-07-26 00:00:00.000 UTC,base,2489,5,3,1738
2024-07-26 00:00:00.000 UTC,celo,5,1,1,1
2024-07-26 00:00:00.000 UTC,optimism,63,11,14,24
2024-07-26 00:00:00.000 UTC,polygon,2,1,1,2
2024-07-26 00:00:00.000 UTC,scroll,31303,3,8868,18513
2024-07-27 00:00:00.000 UTC,arbitrum,10,1,6,6
2024-07-27 00:00:00.000 UTC,base,1866,4,2,1278
2024-07-27 00:00:00.000 UTC,celo,8,2,2,1
2024-07-27 00:00:00.000 UTC,optimism,35,11,16,23
2024-07-27 00:00:00.000 UTC,polygon,4,1,1,4
2024-07-27 00:00:00.000 UTC,scroll,33905,2,7553,20376
2024-07-28 00:00:00.000 UTC,arbitrum,12,2,5,5
2024-07-28 00:00:00.000 UTC,base,1972,3,1,1366
2024-07-28 00:00:00.000 UTC,celo,2,1,1,1
2024-07-28 00:00:00.000 UTC,optimism,20,9,11,19
2024-07-28 00:00:00.000 UTC,polygon,3,1,1,3
2024-07-28 00:00:00.000 UTC,scroll,31201,2,7290,18023
2024-07-29 00:00:00.000 UTC,arbitrum,37,2,8,12
2024-07-29 00:00:00.000 UTC,base,2191,6,4,1708
2024-07-29 00:00:00.000 UTC,celo,5,2,3,4
2024-07-29 00:00:00.000 UTC,optimism,104,13,22,71
2024-07-29 00:00:00.000 UTC,polygon,3,1,1,3
2024-07-29 00:00:00.000 UTC,scroll,32282,2,6257,19785
